Order_ID,Customer_Name,Product,Manufacturing_Plant,Export_Country,Import_Country,Shipping_Mode,Order_Date,Ship_Date,Quantity,Unit_Price,Cost,Revenue,Profit
25114,Customer_224,Textiles,Plant A,USA,France,Air,2023-11-01,2023-11-07,459,213.6,79875.86,98042.44,18166.58
25115,Customer_295,Textiles,Plant C,India,Australia,Sea,2023-11-15,2023-11-26,165,215.56,26812.75,35566.64,8753.89
25116,Customer_409,Textiles,Plant C,India,Australia,Road,2024-03-29,2024-04-15,68,488.65,22284.79,33228.11,10943.31
25117,Customer_430,Textiles,Plant C,Germany,UAE,Road,2023-02-02,2023-03-03,359,41.53,12300.51,14910.78,2610.26
25118,Customer_168,Textiles,Plant C,USA,USA,Sea,2023-10-09,2023-11-05,140,423.43,41119.54,59279.91,18160.37
25119,Customer_330,Steel Sheets,Plant B,India,France,Sea,2024-03-12,2024-03-18,98,27.39,1834.76,2684.0,849.25
25120,Customer_201,Electronics,Plant A,India,UK,Air,2023-12-24,2024-01-16,407,205.79,64297.65,83758.11,19460.46
25121,Customer_74,Textiles,Plant B,China,Australia,Road,2023-08-24,2023-09-16,205,108.99,17747.4,22343.06,4595.66
25122,Customer_435,Textiles,Plant A,Vietnam,France,Air,2023-12-16,2023-12-31,294,126.31,30621.38,37135.9,6514.52
25123,Customer_28,Steel Sheets,Plant C,China,Australia,Road,2023-10-29,2023-11-03,440,258.59,89384.6,113778.94,24394.34
25124,Customer_350,Steel Sheets,Plant B,Germany,UAE,Road,2024-01-07,2024-01-25,100,448.86,31350.4,44885.9,13535.5
25125,Customer_247,Steel Sheets,Plant A,USA,Australia,Air,2023-01-17,2023-01-27,440,396.78,120984.96,174581.34,53596.38
25126,Customer_210,Textiles,Plant A,USA,UAE,Sea,2023-11-28,2023-12-21,198,448.44,72531.65,88790.74,16259.09
25127,Customer_422,Electronics,Plant C,Germany,UAE,Air,2024-03-01,2024-03-22,421,100.5,28171.41,42309.95,14138.54
25128,Customer_187,Pharma Drugs,Plant A,Germany,UAE,Road,2024-02-14,2024-03-10,400,332.79,102102.62,133115.63,31013.01
25129,Customer_167,Textiles,Plant B,China,UK,Air,2023-12-23,2024-01-15,125,411.05,32651.46,51381.6,18730.14
25130,Customer_9,Auto Parts,Plant C,Germany,UK,Air,2023-03-24,2023-04-10,194,45.41,7074.74,8809.53,1734.79
25131,Customer_127,Auto Parts,Plant A,Vietnam,UK,Road,2023-05-20,2023-06-19,277,328.8,73334.82,91076.63,17741.81
25132,Customer_321,Auto Parts,Plant C,China,France,Air,2023-03-22,2023-04-15,94,241.12,18239.31,22665.07,4425.75
25133,Customer_25,Auto Parts,Plant A,Vietnam,UAE,Sea,2023-12-08,2023-12-30,179,148.17,22449.11,26522.88,4073.77
25134,Customer_395,Pharma Drugs,Plant A,China,USA,Air,2023-04-29,2023-05-03,16,186.32,2179.88,2981.17,801.29
25135,Customer_142,Auto Parts,Plant A,Germany,France,Air,2023-02-26,2023-03-11,469,48.97,14559.63,22966.1,8406.46
25136,Customer_443,Pharma Drugs,Plant A,Vietnam,UK,Road,2023-11-29,2023-12-04,184,370.71,45241.96,68211.55,22969.59
25137,Customer_231,Textiles,Plant C,India,USA,Air,2024-03-06,2024-03-31,215,472.69,79281.25,101627.49,22346.24
25138,Customer_97,Pharma Drugs,Plant A,USA,UK,Road,2023-09-17,2023-09-22,241,280.83,53494.65,67680.84,14186.19
25139,Customer_368,Steel Sheets,Plant A,Germany,UK,Sea,2023-08-12,2023-08-29,62,292.96,14722.16,18163.52,3441.36
25140,Customer_315,Steel Sheets,Plant C,India,USA,Sea,2023-07-06,2023-08-04,124,348.36,29890.89,43196.59,13305.7
25141,Customer_92,Steel Sheets,Plant C,USA,USA,Air,2023-09-15,2023-10-13,353,446.38,114662.87,157573.23,42910.36
25142,Customer_145,Textiles,Plant B,India,USA,Air,2023-09-21,2023-10-08,240,495.9,80100.21,119016.28,38916.06
25143,Customer_138,Textiles,Plant A,China,France,Road,2024-05-27,2024-06-12,306,324.05,78698.12,99160.54,20462.43
25144,Customer_10,Pharma Drugs,Plant C,Germany,UAE,Sea,2023-05-27,2023-06-04,371,331.84,103051.83,123112.92,20061.09
25145,Customer_188,Auto Parts,Plant C,USA,UAE,Sea,2024-05-29,2024-06-06,462,327.32,96234.14,151223.68,54989.54
25146,Customer_186,Textiles,Plant B,India,Australia,Air,2023-10-13,2023-10-28,265,477.67,86213.26,126581.51,40368.26
25147,Customer_167,Auto Parts,Plant A,Vietnam,France,Sea,2023-07-21,2023-07-30,12,221.45,1813.49,2657.35,843.86
25148,Customer_308,Steel Sheets,Plant B,China,Australia,Air,2024-05-20,2024-05-31,160,124.49,13356.0,19917.64,6561.64
25149,Customer_265,Pharma Drugs,Plant C,India,France,Road,2023-06-05,2023-06-27,371,25.66,6617.49,9520.22,2902.73
25150,Customer_415,Pharma Drugs,Plant A,Vietnam,UAE,Air,2024-03-20,2024-04-01,383,224.02,61149.84,85798.91,24649.07
25151,Customer_394,Pharma Drugs,Plant A,India,Australia,Sea,2023-03-27,2023-04-13,477,24.25,9740.46,11565.51,1825.05
25152,Customer_140,Steel Sheets,Plant C,Vietnam,Australia,Sea,2024-03-11,2024-04-06,223,461.87,68397.96,102997.59,34599.63
25153,Customer_222,Pharma Drugs,Plant A,USA,UAE,Air,2024-06-15,2024-07-02,265,108.07,20412.42,28637.99,8225.57
25154,Customer_152,Auto Parts,Plant A,USA,UAE,Sea,2024-05-23,2024-05-30,208,245.27,40638.78,51017.16,10378.37
25155,Customer_290,Pharma Drugs,Plant B,Vietnam,UAE,Road,2024-06-07,2024-07-07,481,393.73,146747.56,189385.56,42638.0
25156,Customer_469,Steel Sheets,Plant B,China,France,Sea,2024-04-19,2024-05-13,296,22.99,4986.0,6805.21,1819.21
25157,Customer_286,Auto Parts,Plant B,Vietnam,UK,Air,2023-02-06,2023-03-05,90,84.04,4977.31,7563.85,2586.54
25158,Customer_251,Auto Parts,Plant A,Vietnam,Australia,Sea,2023-02-15,2023-03-08,159,422.21,50834.11,67131.09,16296.98
25159,Customer_64,Steel Sheets,Plant B,USA,France,Road,2023-09-19,2023-10-13,435,297.36,78325.22,129350.76,51025.53
25160,Customer_173,Auto Parts,Plant C,USA,UK,Road,2023-02-26,2023-03-18,357,207.03,60720.46,73908.85,13188.4
25161,Customer_122,Electronics,Plant B,USA,USA,Road,2023-12-21,2023-12-23,247,221.47,43638.1,54702.42,11064.32
25162,Customer_416,Pharma Drugs,Plant B,Germany,UAE,Road,2024-06-22,2024-07-20,204,181.94,30601.9,37115.43,6513.53
25163,Customer_169,Steel Sheets,Plant B,USA,UAE,Air,2023-07-13,2023-08-07,384,225.15,66913.44,86458.85,19545.41
25164,Customer_468,Electronics,Plant C,Vietnam,USA,Sea,2023-07-17,2023-07-30,73,422.96,18804.0,30875.94,12071.94
25165,Customer_314,Textiles,Plant A,China,France,Air,2024-04-12,2024-04-28,207,70.59,11652.25,14612.51,2960.26
25166,Customer_478,Steel Sheets,Plant B,Germany,UK,Road,2023-09-09,2023-09-16,463,112.7,36504.13,52181.94,15677.81
25167,Customer_291,Auto Parts,Plant A,China,UAE,Road,2023-05-29,2023-06-28,286,222.79,48303.11,63717.42,15414.31
25168,Customer_400,Steel Sheets,Plant B,China,France,Air,2023-08-20,2023-09-14,245,105.07,18935.77,25743.24,6807.47
25169,Customer_485,Auto Parts,Plant A,Germany,France,Road,2024-02-23,2024-03-17,218,383.72,58988.79,83652.05,24663.26
25170,Customer_216,Textiles,Plant A,Germany,UAE,Air,2023-11-07,2023-11-25,298,386.3,95494.15,115117.37,19623.22
25171,Customer_417,Steel Sheets,Plant A,China,Australia,Road,2023-11-17,2023-12-07,314,235.59,53193.45,73975.39,20781.94
25172,Customer_171,Steel Sheets,Plant C,Germany,UK,Road,2023-03-13,2023-03-23,454,429.45,124605.95,194971.64,70365.69
25173,Customer_469,Auto Parts,Plant C,USA,UK,Road,2023-08-07,2023-08-10,20,238.01,3064.07,4760.13,1696.06
25174,Customer_300,Pharma Drugs,Plant A,China,USA,Air,2023-06-02,2023-06-24,302,358.44,72929.36,108249.4,35320.04
25175,Customer_154,Auto Parts,Plant A,Germany,UAE,Road,2023-03-31,2023-04-02,445,164.77,49819.05,73323.44,23504.39
25176,Customer_277,Auto Parts,Plant B,USA,Australia,Road,2023-10-13,2023-11-05,194,497.55,71347.05,96524.22,25177.17
25177,Customer_496,Pharma Drugs,Plant C,Vietnam,UK,Air,2024-01-03,2024-01-05,191,421.41,62621.89,80489.0,17867.11
25178,Customer_85,Textiles,Plant C,India,USA,Sea,2023-03-05,2023-03-24,261,95.7,17151.73,24976.74,7825.01
25179,Customer_115,Textiles,Plant B,USA,France,Air,2024-01-04,2024-01-17,97,87.22,5312.91,8459.88,3146.97
25180,Customer_30,Electronics,Plant A,USA,USA,Sea,2024-05-29,2024-06-14,77,185.37,10814.35,14273.21,3458.86
25181,Customer_178,Textiles,Plant A,Germany,UK,Sea,2023-08-30,2023-09-14,285,150.27,29472.17,42826.69,13354.52
25182,Customer_144,Pharma Drugs,Plant B,Vietnam,UAE,Sea,2023-01-26,2023-02-02,62,268.59,14051.83,16652.55,2600.72
25183,Customer_472,Pharma Drugs,Plant C,India,UK,Sea,2023-07-12,2023-07-20,85,481.93,34186.3,40963.67,6777.37
25184,Customer_9,Textiles,Plant C,USA,UK,Road,2023-08-12,2023-09-04,309,167.58,38556.59,51780.81,13224.22
25185,Customer_197,Pharma Drugs,Plant B,Vietnam,UK,Sea,2024-03-18,2024-04-05,459,102.76,29155.0,47169.13,18014.13
25186,Customer_474,Auto Parts,Plant C,China,Australia,Road,2023-11-14,2023-12-04,171,267.12,29062.84,45676.94,16614.1
25187,Customer_379,Steel Sheets,Plant C,Vietnam,France,Road,2023-12-05,2023-12-15,411,436.16,147664.11,179259.74,31595.63
25188,Customer_436,Electronics,Plant B,India,France,Air,2023-03-12,2023-04-06,309,105.47,22533.76,32591.15,10057.39
25189,Customer_209,Pharma Drugs,Plant B,India,UK,Road,2024-02-06,2024-02-22,164,253.27,26673.59,41536.14,14862.55
25190,Customer_359,Auto Parts,Plant B,Germany,UK,Road,2023-01-29,2023-02-01,90,432.8,31590.83,38952.01,7361.18
25191,Customer_179,Electronics,Plant C,China,France,Air,2024-04-19,2024-05-13,144,339.45,41097.01,48880.32,7783.31
25192,Customer_40,Steel Sheets,Plant B,Vietnam,USA,Road,2023-01-21,2023-02-11,444,306.67,96160.95,136162.87,40001.92
25193,Customer_349,Auto Parts,Plant B,Vietnam,Australia,Air,2023-06-27,2023-07-19,323,137.02,30345.47,44256.72,13911.25
25194,Customer_152,Electronics,Plant B,India,France,Sea,2024-03-07,2024-04-04,164,484.06,58949.83,79385.45,20435.62
25195,Customer_67,Steel Sheets,Plant C,China,USA,Air,2024-02-25,2024-02-27,237,44.05,6388.27,10440.35,4052.09
25196,Customer_67,Auto Parts,Plant C,India,Australia,Air,2023-05-26,2023-06-12,413,124.96,34285.4,51609.75,17324.35
25197,Customer_26,Pharma Drugs,Plant C,China,UAE,Road,2024-05-28,2024-06-22,450,401.35,146549.71,180608.92,34059.21
25198,Customer_355,Pharma Drugs,Plant A,India,UK,Road,2023-01-29,2023-02-03,485,98.28,30057.33,47665.53,17608.2
25199,Customer_230,Steel Sheets,Plant C,Germany,UK,Sea,2024-04-20,2024-05-01,405,399.68,124843.52,161870.15,37026.63
25200,Customer_149,Textiles,Plant A,India,Australia,Sea,2023-06-19,2023-07-18,450,395.02,148952.96,177758.77,28805.8
25201,Customer_497,Pharma Drugs,Plant A,Germany,Australia,Road,2023-08-17,2023-08-20,231,204.48,35043.86,47235.69,12191.83
25202,Customer_43,Textiles,Plant A,China,UAE,Road,2024-01-15,2024-02-09,48,113.74,3837.2,5459.69,1622.49
25203,Customer_100,Textiles,Plant A,China,UAE,Air,2023-07-27,2023-08-12,277,223.41,48543.18,61884.41,13341.24
25204,Customer_449,Steel Sheets,Plant C,Vietnam,USA,Road,2023-12-27,2023-12-30,143,430.85,41298.37,61611.56,20313.19
25205,Customer_196,Auto Parts,Plant A,Germany,Australia,Air,2023-02-09,2023-02-17,444,171.98,51609.54,76358.55,24749.01
25206,Customer_85,Steel Sheets,Plant A,Germany,UAE,Road,2023-09-22,2023-10-13,252,363.29,65966.55,91547.86,25581.31
25207,Customer_492,Pharma Drugs,Plant A,China,UK,Sea,2023-01-09,2023-02-07,188,72.26,10000.39,13585.67,3585.28
25208,Customer_146,Auto Parts,Plant A,India,UAE,Road,2023-02-07,2023-03-07,369,380.87,110567.84,140541.06,29973.22
25209,Customer_454,Auto Parts,Plant C,China,France,Sea,2023-07-16,2023-07-23,290,195.93,46310.81,56818.32,10507.5
25210,Customer_248,Pharma Drugs,Plant B,China,USA,Road,2024-01-11,2024-01-15,485,252.08,100869.4,122258.44,21389.04
25211,Customer_116,Textiles,Plant A,USA,USA,Road,2023-04-23,2023-05-03,152,32.32,3727.45,4913.06,1185.61
25212,Customer_376,Textiles,Plant B,Germany,UK,Road,2024-05-17,2024-05-25,465,435.12,128618.85,202331.28,73712.42
25213,Customer_378,Steel Sheets,Plant B,USA,Australia,Air,2024-04-10,2024-04-14,483,452.79,138997.75,218695.44,79697.69
25214,Customer_270,Steel Sheets,Plant A,USA,UAE,Air,2024-01-28,2024-01-31,262,96.01,19264.94,25155.77,5890.83
25215,Customer_96,Electronics,Plant A,Germany,France,Air,2024-06-06,2024-06-18,293,346.71,72667.69,101586.88,28919.19
25216,Customer_413,Auto Parts,Plant B,Vietnam,UAE,Sea,2023-06-05,2023-07-01,131,21.36,1814.13,2798.02,983.89
25217,Customer_45,Textiles,Plant A,Germany,France,Sea,2023-04-02,2023-04-08,410,330.03,110749.11,135312.17,24563.06
25218,Customer_380,Steel Sheets,Plant A,India,UK,Air,2023-01-08,2023-01-29,492,27.11,9580.81,13338.6,3757.8
25219,Customer_234,Pharma Drugs,Plant B,USA,France,Sea,2023-03-07,2023-04-01,18,300.73,3603.24,5413.09,1809.84
25220,Customer_26,Steel Sheets,Plant B,China,UAE,Road,2023-06-04,2023-06-08,284,21.37,3841.68,6068.15,2226.47
25221,Customer_99,Auto Parts,Plant B,USA,France,Air,2023-11-19,2023-12-17,40,89.83,2965.71,3593.13,627.42
25222,Customer_101,Auto Parts,Plant A,China,France,Sea,2023-06-29,2023-07-16,421,63.58,19357.13,26766.98,7409.85
25223,Customer_380,Auto Parts,Plant A,USA,Australia,Sea,2023-05-02,2023-05-27,79,366.66,23477.87,28966.48,5488.61
25224,Customer_272,Steel Sheets,Plant B,Vietnam,UK,Road,2023-02-17,2023-02-23,362,309.16,89633.39,111914.66,22281.27
25225,Customer_315,Auto Parts,Plant B,USA,Australia,Sea,2023-06-09,2023-07-08,49,441.78,13082.7,21647.38,8564.68
25226,Customer_4,Electronics,Plant B,India,USA,Air,2023-08-14,2023-09-02,134,58.12,4833.71,7787.52,2953.82
25227,Customer_6,Electronics,Plant C,Germany,Australia,Air,2023-06-14,2023-06-26,329,88.15,20834.92,29001.64,8166.72
25228,Customer_73,Auto Parts,Plant A,USA,Australia,Air,2024-04-24,2024-04-27,362,480.23,112891.32,173844.19,60952.88
25229,Customer_483,Pharma Drugs,Plant B,Vietnam,France,Air,2023-01-13,2023-01-28,119,338.98,26944.45,40338.64,13394.19
25230,Customer_308,Steel Sheets,Plant C,USA,USA,Sea,2023-06-03,2023-06-09,29,82.2,2003.43,2383.86,380.42
25231,Customer_4,Electronics,Plant C,India,Australia,Air,2023-02-21,2023-03-19,235,41.49,8140.11,9749.75,1609.64
25232,Customer_251,Textiles,Plant B,China,Australia,Air,2023-06-07,2023-06-21,208,48.79,6573.15,10148.21,3575.06
25233,Customer_162,Steel Sheets,Plant A,Germany,UAE,Air,2023-02-08,2023-03-05,234,352.1,54945.21,82390.57,27445.35
25234,Customer_36,Auto Parts,Plant C,Germany,Australia,Sea,2024-04-17,2024-05-03,61,444.11,18565.17,27090.98,8525.81
25235,Customer_486,Pharma Drugs,Plant A,India,France,Sea,2023-06-16,2023-06-20,90,344.88,25169.31,31039.62,5870.31
25236,Customer_54,Electronics,Plant B,USA,Australia,Air,2023-02-09,2023-02-18,147,30.55,3727.81,4490.4,762.59
25237,Customer_143,Textiles,Plant B,India,France,Air,2023-10-29,2023-11-14,358,127.34,38747.29,45588.32,6841.03
25238,Customer_200,Electronics,Plant C,Vietnam,UK,Air,2024-05-29,2024-06-12,100,117.11,9043.51,11710.64,2667.13
25239,Customer_10,Steel Sheets,Plant A,Vietnam,UAE,Air,2024-01-08,2024-02-05,213,479.21,62952.94,102072.03,39119.09
25240,Customer_140,Pharma Drugs,Plant C,Vietnam,UAE,Sea,2024-01-12,2024-01-31,333,41.46,9496.81,13807.8,4310.99
25241,Customer_130,Electronics,Plant B,Germany,USA,Road,2024-04-15,2024-05-09,239,399.24,60992.31,95418.84,34426.53
25242,Customer_198,Textiles,Plant B,Germany,Australia,Air,2023-04-26,2023-05-16,491,305.33,109930.3,149915.0,39984.7
25243,Customer_468,Auto Parts,Plant A,China,USA,Road,2024-05-11,2024-05-22,199,496.72,77196.48,98846.55,21650.08
25244,Customer_153,Pharma Drugs,Plant B,India,UK,Road,2023-08-08,2023-08-20,405,39.98,11617.24,16191.13,4573.89
25245,Customer_273,Electronics,Plant B,China,France,Sea,2024-02-11,2024-02-29,233,283.37,51719.97,66025.07,14305.1
25246,Customer_461,Pharma Drugs,Plant B,Germany,UK,Road,2024-03-03,2024-03-17,402,257.71,63743.03,103600.0,39856.97
25247,Customer_204,Steel Sheets,Plant B,Germany,USA,Sea,2023-12-11,2023-12-16,464,333.19,96723.07,154598.14,57875.06
25248,Customer_361,Textiles,Plant C,Germany,Australia,Sea,2023-07-13,2023-07-21,10,336.89,2422.79,3368.94,946.16
25249,Customer_486,Steel Sheets,Plant A,India,USA,Sea,2023-06-22,2023-06-29,149,31.63,3942.65,4712.44,769.79
25250,Customer_413,Textiles,Plant A,China,UK,Road,2023-03-11,2023-03-26,305,54.85,11088.37,16729.87,5641.49
25251,Customer_339,Textiles,Plant A,Vietnam,USA,Road,2023-01-14,2023-01-16,281,334.19,62840.98,93906.9,31065.92
25252,Customer_287,Steel Sheets,Plant A,India,USA,Air,2023-01-03,2023-02-01,100,169.27,13829.77,16927.04,3097.27
25253,Customer_151,Auto Parts,Plant B,Germany,UK,Sea,2024-03-14,2024-03-21,84,273.66,16382.51,22987.3,6604.79
25254,Customer_435,Pharma Drugs,Plant B,China,UK,Sea,2023-11-09,2023-11-28,145,280.15,26592.49,40622.43,14029.94
25255,Customer_432,Pharma Drugs,Plant A,China,France,Sea,2024-05-04,2024-05-06,298,72.8,15136.55,21695.27,6558.72
25256,Customer_163,Textiles,Plant C,India,UAE,Sea,2023-04-17,2023-05-13,420,315.47,108674.66,132498.59,23823.93
25257,Customer_464,Pharma Drugs,Plant C,India,UK,Air,2023-10-17,2023-10-29,226,118.8,19944.28,26848.58,6904.3
25258,Customer_84,Steel Sheets,Plant C,USA,UAE,Sea,2024-05-04,2024-05-27,375,266.48,66527.88,99929.38,33401.51
25259,Customer_133,Electronics,Plant C,India,UAE,Air,2024-05-28,2024-06-15,10,384.14,2363.74,3841.44,1477.7
25260,Customer_73,Electronics,Plant B,Vietnam,UAE,Road,2024-01-17,2024-02-03,365,413.16,96974.65,150803.79,53829.14
25261,Customer_35,Steel Sheets,Plant C,Germany,UAE,Air,2024-01-04,2024-01-09,431,275.92,94870.64,118920.55,24049.91
25262,Customer_327,Auto Parts,Plant B,Germany,UK,Sea,2023-11-12,2023-12-11,94,192.16,11856.38,18063.44,6207.07
25263,Customer_66,Textiles,Plant A,Vietnam,USA,Air,2023-02-28,2023-03-11,149,265.08,33492.79,39496.63,6003.85
25264,Customer_40,Auto Parts,Plant C,Germany,Australia,Road,2024-05-06,2024-05-13,10,306.83,2318.99,3068.29,749.31
25265,Customer_186,Electronics,Plant C,USA,France,Sea,2024-06-05,2024-06-24,281,385.59,87595.74,108352.14,20756.4
25266,Customer_266,Steel Sheets,Plant C,Germany,USA,Road,2023-01-03,2023-02-01,392,239.39,69521.79,93842.76,24320.97
25267,Customer_114,Textiles,Plant A,China,USA,Sea,2023-04-09,2023-05-08,195,293.92,43115.08,57314.59,14199.51
25268,Customer_104,Electronics,Plant B,China,UAE,Air,2023-01-26,2023-02-07,221,385.57,57426.46,85211.1,27784.63
25269,Customer_97,Pharma Drugs,Plant C,India,UAE,Road,2023-04-26,2023-05-20,422,336.06,85738.22,141816.37,56078.15
25270,Customer_221,Auto Parts,Plant C,Germany,UAE,Sea,2024-03-26,2024-04-21,387,138.05,44534.49,53426.98,8892.49
25271,Customer_78,Steel Sheets,Plant B,China,USA,Sea,2023-02-15,2023-03-09,52,331.19,11923.21,17221.95,5298.74
25272,Customer_417,Electronics,Plant A,Vietnam,Australia,Road,2023-10-24,2023-11-08,38,148.7,4227.6,5650.43,1422.84
25273,Customer_257,Auto Parts,Plant C,Germany,USA,Air,2023-12-14,2023-12-24,223,48.68,7623.62,10854.79,3231.17
25274,Customer_189,Electronics,Plant B,Vietnam,France,Sea,2023-05-19,2023-06-14,266,123.72,20963.08,32910.17,11947.09
25275,Customer_312,Textiles,Plant B,USA,UAE,Road,2024-01-24,2024-02-04,219,144.96,22692.82,31747.24,9054.42
25276,Customer_428,Pharma Drugs,Plant B,India,UAE,Air,2023-01-02,2023-01-11,311,210.71,46684.93,65531.49,18846.56
25277,Customer_472,Steel Sheets,Plant C,Vietnam,UAE,Sea,2023-11-09,2023-12-06,67,243.09,11786.38,16287.15,4500.77
25278,Customer_468,Steel Sheets,Plant A,Germany,Australia,Sea,2023-09-20,2023-09-27,373,482.32,137858.47,179904.63,42046.16
25279,Customer_214,Textiles,Plant B,Vietnam,France,Air,2024-06-18,2024-07-18,234,459.61,75774.19,107549.63,31775.43
25280,Customer_123,Textiles,Plant B,India,USA,Road,2024-01-28,2024-02-07,437,153.0,43442.27,66858.9,23416.63
25281,Customer_302,Electronics,Plant A,Vietnam,France,Air,2023-11-19,2023-12-17,289,221.79,53839.21,64098.15,10258.94
25282,Customer_44,Pharma Drugs,Plant A,Germany,France,Sea,2023-11-20,2023-11-30,95,372.98,24831.33,35433.2,10601.87
25283,Customer_394,Electronics,Plant A,India,Australia,Sea,2023-08-23,2023-09-20,349,149.9,38960.9,52313.5,13352.6
25284,Customer_87,Textiles,Plant A,India,USA,Air,2023-10-07,2023-10-10,52,130.86,5225.85,6804.93,1579.08
25285,Customer_24,Steel Sheets,Plant B,Germany,France,Road,2023-03-09,2023-04-01,311,125.35,25503.56,38984.72,13481.16
25286,Customer_41,Auto Parts,Plant A,Germany,UK,Sea,2023-08-24,2023-09-16,402,147.44,46467.95,59271.5,12803.55
25287,Customer_76,Steel Sheets,Plant C,USA,UK,Air,2024-05-06,2024-06-02,374,345.8,94653.17,129328.89,34675.72
25288,Customer_89,Electronics,Plant C,USA,USA,Sea,2023-03-13,2023-04-09,215,362.92,64159.69,78026.9,13867.2
25289,Customer_52,Auto Parts,Plant B,China,Australia,Road,2024-06-13,2024-06-20,225,189.96,33908.98,42741.68,8832.69
25290,Customer_228,Steel Sheets,Plant B,Germany,France,Road,2023-04-16,2023-04-19,416,135.65,45645.5,56431.24,10785.74
25291,Customer_145,Textiles,Plant C,Vietnam,France,Sea,2023-10-21,2023-11-12,221,325.48,47651.37,71931.95,24280.58
25292,Customer_455,Electronics,Plant B,USA,USA,Sea,2023-11-29,2023-12-18,37,386.04,9685.36,14283.47,4598.11
25293,Customer_473,Textiles,Plant A,China,UK,Road,2023-12-08,2023-12-19,194,205.5,26564.44,39866.08,13301.64
25294,Customer_188,Electronics,Plant B,India,USA,Road,2023-10-25,2023-11-19,39,220.92,7120.99,8615.84,1494.85
25295,Customer_44,Steel Sheets,Plant C,Vietnam,Australia,Air,2023-04-17,2023-05-04,395,333.63,101759.5,131784.17,30024.68
25296,Customer_249,Steel Sheets,Plant A,Vietnam,Australia,Air,2023-07-09,2023-07-12,141,494.82,43223.49,69769.82,26546.33
25297,Customer_159,Electronics,Plant C,China,UAE,Air,2024-05-25,2024-06-19,156,370.46,47829.49,57792.13,9962.65
25298,Customer_266,Electronics,Plant A,China,USA,Air,2024-02-13,2024-03-13,162,144.25,16966.4,23368.66,6402.27
25299,Customer_138,Steel Sheets,Plant C,USA,Australia,Road,2023-02-09,2023-02-27,353,123.96,28184.96,43759.01,15574.05
25300,Customer_238,Auto Parts,Plant B,India,France,Sea,2024-03-09,2024-03-22,182,55.7,7918.78,10137.54,2218.76
25301,Customer_173,Electronics,Plant C,India,Australia,Sea,2023-05-03,2023-05-20,422,488.45,169847.92,206127.48,36279.56
25302,Customer_304,Steel Sheets,Plant A,Germany,UAE,Sea,2023-04-28,2023-05-28,358,160.94,41648.97,57617.6,15968.63
25303,Customer_373,Pharma Drugs,Plant C,China,UK,Road,2023-11-14,2023-12-02,108,445.39,29403.31,48102.23,18698.92
25304,Customer_179,Auto Parts,Plant A,India,Australia,Air,2023-08-09,2023-08-25,150,394.75,49480.39,59213.21,9732.82
25305,Customer_331,Steel Sheets,Plant A,Vietnam,France,Road,2023-10-03,2023-10-19,55,367.52,12532.97,20213.66,7680.68
25306,Customer_424,Auto Parts,Plant A,India,UK,Road,2023-01-07,2023-01-14,196,328.51,49719.12,64388.31,14669.19
25307,Customer_370,Textiles,Plant C,Germany,Australia,Road,2023-05-03,2023-05-18,212,235.48,39331.75,49921.41,10589.66
25308,Customer_29,Electronics,Plant A,Vietnam,UAE,Road,2023-06-28,2023-07-24,221,397.39,59993.37,87823.8,27830.43
25309,Customer_478,Auto Parts,Plant A,USA,USA,Road,2024-05-09,2024-05-28,476,232.08,88953.38,110468.4,21515.02
25310,Customer_388,Auto Parts,Plant C,China,France,Sea,2024-02-10,2024-02-15,418,394.01,111249.97,164695.4,53445.43
25311,Customer_99,Steel Sheets,Plant C,Vietnam,UAE,Sea,2023-11-28,2023-12-17,333,231.73,57213.78,77165.84,19952.06
25312,Customer_208,Pharma Drugs,Plant A,India,UK,Road,2023-07-30,2023-08-11,264,236.59,45414.21,62460.62,17046.41
25313,Customer_423,Textiles,Plant C,China,UAE,Road,2023-09-11,2023-10-02,52,486.47,18477.51,25296.44,6818.93
25314,Customer_397,Pharma Drugs,Plant A,India,UAE,Road,2024-06-09,2024-06-21,173,165.59,20791.6,28647.22,7855.61
25315,Customer_196,Electronics,Plant C,Germany,UK,Sea,2024-04-24,2024-04-28,35,191.21,4220.4,6692.34,2471.94
25316,Customer_489,Electronics,Plant C,Vietnam,UAE,Road,2024-06-24,2024-07-01,91,51.56,3376.86,4691.94,1315.08
25317,Customer_374,Pharma Drugs,Plant B,USA,USA,Air,2023-09-14,2023-09-27,359,433.07,124073.79,155471.19,31397.4
25318,Customer_461,Textiles,Plant C,Germany,Australia,Sea,2023-07-21,2023-07-30,12,147.41,1295.5,1768.9,473.4
25319,Customer_30,Pharma Drugs,Plant A,Vietnam,UAE,Sea,2023-06-24,2023-06-29,152,493.93,58972.89,75076.92,16104.03
25320,Customer_233,Pharma Drugs,Plant A,Germany,UAE,Sea,2023-04-21,2023-05-14,212,452.35,72237.13,95898.63,23661.5
25321,Customer_485,Electronics,Plant A,USA,UK,Sea,2024-02-19,2024-02-23,160,294.47,37900.84,47115.57,9214.73
25322,Customer_431,Pharma Drugs,Plant C,USA,France,Sea,2024-04-11,2024-04-18,158,125.14,13405.12,19772.52,6367.4
25323,Customer_97,Electronics,Plant C,Vietnam,UK,Air,2023-09-15,2023-09-23,311,83.61,20452.59,26001.44,5548.85
25324,Customer_498,Auto Parts,Plant C,Vietnam,France,Sea,2023-08-06,2023-08-23,245,152.6,27556.91,37386.32,9829.4
